RAW_WTS,TRIM_WTS,HAPPY_FS,HAPPY_1,HAPPY_2,HAPPY_3,HAPPY_4,ANX_FS,ANX_1,ANX_2,ANX_3,ANX_4,DEP_FS,DEP_1,DEP_2,DEP_3,DEP_4,DEP_5,LONE_FS,LONE_1,LONE_2,LONE_3,LONE_4,LONE_5,SOCANX_FS,SOCANX_1,SOCANX_2,SOCANX_3,CLASS,DISTANCE,GENDER,GENDER_4_TEXT,TRANS,SEX_ORIENT_1,SEX_ORIENT_2,SEX_ORIENT_3,SEX_ORIENT_4,SEX_ORIENT_5,SEX_ORIENT_6,SEX_ORIENT_6_TEXT,RACETHN,ETHNICITY,RACE_1,RACE_2,RACE_3,RACE_4,RACE_5,PAREDU,AGE,GPA,MAJOR_0,MAJOR_1,MAJOR_2,MAJOR_3,MAJOR_4,MAJOR_5,MAJOR_6,MAJOR_7,MAJOR_8,MAJOR_9,MAJOR_10,MAJOR_11,MAJOR_12,MAJOR_13,MAJOR_14,MAJOR_15,MAJOR_16,MAJOR_17,MAJOR_18,MAJOR_19,MAJOR_20,MAJOR_21,MAJOR_22,MAJOR_22_TEXT,F1VISA,DISABL_0,DISABL_1,DISABL_2,DISABL_3,DISABL_4,DISABL_5,DISABL_6,DISABL_7,DISABL_8,DISABL_9,DISABL_9_TEXT,FIN_RES_1,FIN_RES_2,FIN_RES_3,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_6_TEXT,NEED,LOANS,OUTCOMES_1,OUTCOMES_4,OUTCOMES_2,OUTCOMES_3,LIFESAT_FS,LIFESAT_1,LIFESAT_2,LIFESAT_3,SELFEST_FS,SELFEST_1,SELFEST_2,SELFEST_3,ACT1_1,ACT1_2,ACT1_3,ACT1_4,ACT1_5,ACT1_6,ACT1_7,ACT1_8,ACT1_9,ACT1_10,ACT1_11,ACT1_12,ACT1_13,ACT1_14,ACT1_15,ACT1_15_TEXT,ACT_FS,ACT2_1,ACT2_2,ACT2_3,ACT2_4,ACT2_5,ACT2_6,ACT2_7,ACT2_8,ACT2_9,ACT2_10,ACAENG_FS,ACAENG_1,ACAENG_2,ACAENG_3,ACAENG_4,ACAENG_5,ACAENG_6,ACAENG_7,ACAENG_8,ACAENG_9,ACAENG_10,ACAENG_11,BELONG_FS,BELONG_1,BELONG_2,BELONG_3,BELONG_4,BELONG_5,BELONG_6,BELONG_7,BELONG_8,BELONG_9,BELONG_10,BELONG_11,BELONG_12,BELONG_13,BDISC_1,BDISC_2,BDISC_3,BDISC_4,BDISC_5,BDISC_6,BDISC_7,MEANING_FS,MEANING_1,MEANING_2,MEANING_3,MEANING_4,MEANING_5,MEANING_6,MEANING_7,MEANING_8,MEANING_9,MEANING_10,MEANING_11,PURP_FS,PURP_1,PURP_2,PURP_3,PURP_4,PURP_5,PURP_6,PURP_7,PURP_8,PURP_9,PURP_10,PURP_11,OPT_FS,OPT_1,OPT_2,OPT_3,PERS_FS,PERS_1,PERS_2,PERS_3,COPING_FS,COPING_1,COPING_2,COPING_3,COPING_4,COPING_5,COPING_6,COPING_7,COPING_8,COPING_9,COPING_10,HEALTH_1,HEALTH_2,HEALTH_3,HEALTH_4,HEALTH_5,HEALTH_6,HEALTH_7,FRIENDS_FS,FRIENDS_1,FRIENDS_2,FRIENDS_3,FRIENDS_4,FRIENDS_5,FRIENDS_6,FRIENDS_7,FRIENDS_8,FRIENDS_9,MILITARY,SPIRIT,FRNSCHL,ABROAD,REGION,HOUSING,RA,INTERN,WORK,AD_FIN_1,AD_FIN_2
0.8311771,0.8335566,50.33118,3,3,3,3,50.70004,4,3,3,2,47.78143,2,2,2,1,2,45.32453,1,2,2,1,1,45.88297,1,2,2,Junior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,21,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,1,2,1,1,1,2,1,NA,NA,NA,6,6,3,1,47.31234,4,4,4,41.1756,3,3,4,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,61.65113,6,6,6,6,6,6,5,5,5,5,48.11188,4,5,4,4,3,4,4,3,3,5,3,53.79525,4,5,5,4,2,5,5,5,4,5,4,5,5,1,1,1,1,1,1,1,40.39677,3,2,4,4,2,5,2,4,5,5,4,49.89278,5,5,5,5,3,5,5,2,4,4,5,40.51039,3,3,3,36.26716,3,3,4,50.47186,4,4,3,4,2,6,4,4,5,2,4,4,4,5,4,4,4,59.26557,6,6,6,5,2,6,6,5,5,1,10,0,2,4,11,2,2,4,1,1
0.8311771,0.8335566,41.06693,2,2,2,2,59.06439,5,4,4,3,63.55209,4,4,3,3,3,67.36183,2,5,2,2,5,60.61156,4,2,4,Senior,Distance Learner ,Female,NA,Transgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,23,3.3 - 3.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,4,1,1,2,2,2,1,NA,Does have need-based aid,3,6,6,3,1,58.48449,5,5,6,56.12525,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,31.11051,1,1,1,1,1,NA,1,1,1,6,65.12262,6,6,6,6,3,5,5,5,4,2,5,55.76614,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,55.77947,6,4,5,5,4,4,4,4,6,6,6,60.71051,6,6,6,6,4,4,6,6,5,5,5,59.54465,5,5,5,54.61882,5,5,5,39.35087,6,5,5,5,4,4,5,5,5,6,3,5,5,3,6,6,4,51.12167,5,5,5,5,5,4,5,4,6,1,3,0,2,5,9,2,2,4,3,3
0.8042295,0.806609,43.82652,3,3,1,2,42.33569,3,2,3,1,47.78143,2,2,2,1,2,62.0011,5,3,5,3,3,50.97823,2,3,1,Sophomore,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,NA,NA,1,questioning,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,2,2,2,1,NA,NA,Does have need-based aid,1,6,6,6,6,22.04125,2,1,1,22.81206,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,NA,NA,31.11051,1,1,1,6,6,NA,1,1,1,6,48.50844,3,6,4,4,6,4,6,1,2,2,4,37.13077,3,3,3,2,6,4,1,3,2,NA,6,3,4,1,1,1,1,1,1,1,20.78367,2,1,1,1,4,3,4,1,1,4,1,51.48396,6,6,3,5,1,6,1,6,2,2,6,21.47613,1,1,1,48.82905,4,5,4,33.41125,6,6,6,4,1,1,4,3,6,1,4,4,3,3,3,4,1,18.54609,1,1,1,1,1,1,6,1,1,1,10,0,1,5,9,2,2,1,5,5
0.980615,0.9829945,44.88603,2,2,3,3,45.66558,2,3,2,2,44.19377,2,3,1,1,1,49.09052,4,2,2,2,2,41.29013,1,1,1,Sophomore,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,NA,NA,NA,1,NA,NA,Parents have completed 1 year of college,19,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,1,1,NA,NA,No need-based aid,NA,6,6,1,1,65.14926,6,6,6,64.45355,6,6,6,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,NA,59.86688,5,6,6,6,6,6,6,6,6,6,41.61991,4,4,3,6,6,6,6,6,6,4,6,65.08383,6,6,6,6,1,6,6,6,6,6,4,6,6,1,1,1,1,1,1,1,65.93103,6,6,6,5,6,6,6,6,6,6,6,60.71051,6,6,6,6,6,6,6,3,6,6,6,64.77365,4,6,6,59.57091,5,6,5,52.06502,3,4,3,6,6,6,6,6,6,1,4,4,4,4,4,4,4,59.26557,6,6,6,6,1,6,6,5,1,1,4,0,2,5,9,2,1,1,2,1
1.633823,1.636203,54.64278,4,4,3,2,38.03139,2,1,1,2,41.00111,1,1,1,1,1,40.03004,1,1,1,1,1,44.2303,1,2,1,Junior,Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,20,3.0 - 3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,1,NA,Does have need-based aid,6,5,6,2,3,56.2308,5,5,5,52.97889,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.76149,6,4,5,4,5,5,5,2,5,4,5,50.93121,NA,NA,NA,49.63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8311771,0.8335566,41.06693,2,2,2,2,40.54862,3,1,1,2,41.00111,1,1,1,1,1,40.03004,1,1,1,1,1,41.29013,1,1,1,Senior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,23,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,2,1,2,1,NA,NA,NA,4,6,6,4,2,45.82805,3,4,4,50.94331,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.53522,5,5,4,5,5,5,5,2,4,2,5,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.18983,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.34906,3,NA,NA,49.63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.362573,2.364953,38.71692,1,3,1,2,48.91297,4,2,5,3,58.14939,3,2,4,1,4,52.709,1,3,3,3,1,41.29013,1,1,1,Sophomore,Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,2,1,2,NA,NA,6,6,6,6,3,49.41454,NA,NA,NA,50.2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93121,NA,NA,NA,49.63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.980615,0.9829945,41.06693,2,2,2,2,58.57719,4,4,4,4,47.38643,3,3,3,1,1,49.09052,2,2,2,2,2,42.9428,1,1,2,Sophomore,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,1,NA,Does have need-based aid,1,5,6,1,1,56.2308,5,5,5,56.12525,5,5,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,sorority,55.543,5,5,5,5,5,5,5,5,5,5,49.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93121,NA,NA,NA,49.63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.362573,2.364953,47.64562,3,3,2,3,60.36426,4,5,5,3,57.85558,2,1,2,2,4,60.72164,2,2,5,5,3,51.76332,1,4,2,Junior,Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,21,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,1,2,2,2,1,NA,Does have need-based aid,4,6,6,6,1,51.05032,5,4,5,52.65026,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,61.65113,6,6,6,6,6,6,6,5,5,6,48.11188,4,5,4,6,5,5,5,5,4,6,5,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.92207,2,4,6,5,6,3,3,6,6,6,6,60.71051,6,6,6,5,6,5,6,5,6,6,6,69.06179,6,6,6,65.36068,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6971734,0.699553,59.59542,4,4,4,4,46.39575,3,2,2,3,44.19377,2,2,1,1,1,45.72108,1,1,2,2,2,53.49848,3,2,2,Senior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Asian,Not Hispanic or Latino,NA,1,NA,NA,NA,Parents have completed 1 year of college,20,3.0 - 3.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,2,2,1,NA,NA,Does have need-based aid,3,6,6,1,3,49.41454,NA,NA,NA,50.2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93121,NA,NA,NA,49.63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8311771,0.8335566,49.06687,4,3,2,2,66.94154,5,5,5,5,44.19377,2,2,1,1,1,51.01557,3,2,3,2,2,41.29013,1,1,1,Freshman,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,19,3.0 - 3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,2,2,NA,NA,No need-based aid,2,1,6,6,2,54.74651,4,5,5,44.32196,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59563,2,2,4,33.1351,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6971734,0.699553,48.57437,3,2,3,4,54.02993,3,4,3,3,57.06559,4,4,4,2,2,61.91699,3,3,3,4,4,62.68415,3,4,4,Senior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Asian,Not Hispanic or Latino,NA,1,NA,NA,NA,Parents have not completed 1 year of college,22,3.3 - 3.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,1,1,1,1,1,NA,NA,NA,5,4,4,3,39.87817,4,3,3,46.0289,4,3,5,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,43.32676,3,3,3,3,4,4,3,4,3,3,32.77324,2,4,3,4,4,4,4,4,4,3,3,49.77761,4,5,4,3,3,4,5,5,5,5,5,4,4,1,1,1,1,1,1,1,37.79639,3,3,3,3,2,2,3,4,4,4,4,49.89278,5,5,5,3,3,4,4,3,4,4,4,50.02752,4,4,4,47.00902,4,4,5,46.88366,5,4,4,6,2,5,4,4,4,3,2,5,4,4,4,5,3,42.97778,4,4,4,4,1,5,4,6,1,1,5,12,3,5,11,2,1,1,3,3
0.8311771,0.8335566,42.69298,3,3,1,1,50.70004,4,3,2,2,54.26793,2,2,2,2,3,56.6225,2,2,2,4,4,63.55173,4,3,4,Junior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Psychology,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,1,NA,NA,NA,6,5,5,3,3,43.57436,3,4,3,41.1756,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,31.11051,1,1,1,3,2,2,2,2,2,5,33.45584,4,3,1,5,4,4,3,2,4,4,4,46.44846,4,4,4,4,3,4,4,4,4,3,3,5,5,1,1,1,1,1,1,1,37.02304,4,2,3,4,3,3,2,3,5,5,5,49.89278,5,5,5,4,2,2,4,4,5,3,4,45.31158,3,3,4,30.47739,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,3,4,51.12167,5,5,5,4,2,4,4,3,2,1,4,15,2,5,9,2,1,1,1,3
0.8311771,0.8335566,46.51208,3,3,2,2,54.7601,4,3,4,4,60.94706,5,5,3,1,3,69.78497,5,5,5,4,3,51.84581,3,2,1,Senior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,24,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,1,2,2,2,1,1,NA,Does have need-based aid,4,6,6,5,5,48.79663,5,4,4,31.40789,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,54.45018,5,4,5,4,5,3,3,2,2,2,54.20731,5,5,5,4,3,5,5,2,6,1,2,41.14841,3,3,4,4,2,4,5,5,3,4,2,3,4,1,1,1,1,1,1,1,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.77376,6,5,6,4,4,5,6,2,4,2,2,47.88346,3,4,4,32.77176,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.980615,0.9829945,50.33118,3,3,3,3,51.75567,2,3,5,5,56.77178,3,2,3,3,2,59.04848,2,4,4,4,1,57.72616,3,4,1,Sophomore,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have not completed 1 year of college,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,2,1,NA,NA,NA,1,5,6,2,5,55.51592,3,5,6,59.27161,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.79449,6,4,2,4,5,3,6,3,6,3,5,37.13077,3,3,3,3,2,2,2,4,3,4,5,2,4,1,1,1,1,1,1,1,49.75487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.20177,4,5,6,62.70297,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.149548,3,41.06693,2,2,2,2,39.81846,2,2,2,1,44.19377,2,2,2,1,1,43.88014,1,1,3,1,1,41.29013,1,1,1,Freshman,Distance Learner ,Female,NA,Cisgender,1,NA,NA,1,NA,NA,NA,American Indian or Alaska Native,Not Hispanic or Latino,1,NA,NA,NA,NA,Parents have completed 1 year of college,19,3.0 - 3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,1,2,2,2,1,1,NA,Does have need-based aid,1,1,5,2,2,48.79663,5,4,4,56.12525,5,5,5,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,NA,61.65113,6,6,6,6,5,6,6,6,5,5,43.292,4,4,4,5,1,4,4,4,4,5,4,49.51573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.29653,6,5,5,5,4,6,5,6,6,6,5,49.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.16751,2,3,4,47.00902,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8311771,0.8335566,51.88319,3,3,4,2,61.09442,5,4,4,4,50.57909,4,4,4,1,1,49.17463,1,2,4,1,1,50.11065,1,4,1,Senior,Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,1,2,1,1,NA,NA,2,6,6,6,3,38.39388,3,3,3,54.4183,5,5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,31.11051,1,1,1,1,1,1,1,1,1,1,41.61991,4,4,3,5,2,2,2,2,5,4,4,44.47757,3,4,4,2,3,5,4,1,3,1,4,4,3,1,1,1,1,1,1,1,47.1746,4,4,4,4,2,2,2,5,5,4,4,34.1383,4,3,4,4,4,4,4,3,4,4,4,45.22634,4,4,3,46.53468,5,4,4,46.88366,5,4,4,4,1,1,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
